"trust_code","trust_name","nhs_region","trust_type"
"NKN","AGILAFLEX HEALTHCARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NKO","YORKSHIRE HEALTH SOLUTIONS LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NKP","WHIZZ-KIDZ","LONDON","INDEPENDENT SECTOR"
"NKQ","BIG WHITE WALL","LONDON","INDEPENDENT SECTOR"
"NKR","SOUTH DEVON OSTEOPATHS LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NKS","HERTFORDSHIRE EYE HOSPITAL","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NKT","UNIVERSITY MEDICAL CENTRE","SOUTH EAST","INDEPENDENT SECTOR"
"NKU","BRITISH COLLEGE OF OSTEOPATHIC MEDICINE","LONDON","INDEPENDENT SECTOR"
"NKV","THE LINCOLN PHYSIOTHERAPY & SPORTS INJURIES CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"NKW","ASTON HEALTHCARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NKX","H S PHYSIOTHERAPY LTD","MIDLANDS","INDEPENDENT SECTOR"
"NKY","MULBERRY HEALTH LTD","MIDLANDS","INDEPENDENT SECTOR"
"NL0","JOHN MUNROE HOSPITAL","MIDLANDS","INDEPENDENT SECTOR"
"NL1","SPECTRUM COMMUNITY HEALTH - CIC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NL2","SUSSEX HEALTH CARE AUDIOLOGY LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NL3","CARE PLUS GROUP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NL4","HUDDERSFIELD MEDICAL SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NL5","THE INJURY CARE CLINICS LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NL6","FRATERDRIVE LTD","MIDLANDS","INDEPENDENT SECTOR"
"NL7","ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM)","MIDLANDS","INDEPENDENT SECTOR"
"NL7","ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM)","MIDLANDS","INDEPENDENT SECTOR"
"NL8","LOCALA COMMUNITY PARTNERSHIPS CIC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NL9","CROWN COSMA CLINIC LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NLB","BATEMAN KILDARE LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NLC","HOLYWELL HEALTHCARE","MIDLANDS","INDEPENDENT SECTOR"
"NLD","SPRINGDALE HEALTH LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NLE","LANCASTER HOUSE CONSULTING DIAGNOSTICS SURGICAL LTD","NORTH WEST","INDEPENDENT SECTOR"
"NLF","PENNINE MUSCULOSKELETAL PARTNERSHIP (ICATS)","NORTH WEST","INDEPENDENT SECTOR"
"NLG","COMMUNITAS CLINICS","LONDON","INDEPENDENT SECTOR"
"NLH","TRANSITIONAL REHABILITATION UNIT (TRU)","NORTH WEST","INDEPENDENT SECTOR"
"NLI","CASP PSYCHOLOGY SERVICES","MIDLANDS","INDEPENDENT SECTOR"
"NLJ","QUAY MEDICAL LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NLK","GENNET HQ","LONDON","INDEPENDENT SECTOR"
"NLL","PENINSULA COMMUNITY HEALTH C.I.C","SOUTH WEST","INDEPENDENT SECTOR"
"NLL","PENINSULA COMMUNITY HEALTH C.I.C","SOUTH WEST","INDEPENDENT SECTOR"
"NLM","TEESIDE URGENT CARE","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NLM","TEESIDE URGENT CARE","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NLN","JEESAL AKMAN CARE CORPORATION LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NLO","VOCARE","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NLP","THE MOLE CLINIC LTD","LONDON","INDEPENDENT SECTOR"
"NLQ","OXFORD FERTILITY UNIT (OFU)","SOUTH EAST","INDEPENDENT SECTOR"
"NLQ","OXFORD FERTILITY UNIT (OFU)","SOUTH EAST","INDEPENDENT SECTOR"
"NLS","TRENT PTS","MIDLANDS","INDEPENDENT SECTOR"
"NLS","TRENT PTS","MIDLANDS","INDEPENDENT SECTOR"
"NLT","NORTH SOMERSET COMMUNITY PARTNERSHIP COMMUNITY INTEREST COMPANY","SOUTH WEST","INDEPENDENT SECTOR"
"NLU","SK:N (LASERCARE CLINICS LTD)","MIDLANDS","INDEPENDENT SECTOR"
"NLV","NEMS HEALTHCARE","MIDLANDS","INDEPENDENT SECTOR"
"NLV","NEMS HEALTHCARE","MIDLANDS","INDEPENDENT SECTOR"
"NLW","BRISTOL COMMUNITY HEALTH","SOUTH WEST","INDEPENDENT SECTOR"
"NLX","SIRONA CARE & HEALTH","SOUTH WEST","INDEPENDENT SECTOR"
"NLY","SEQOL","SOUTH WEST","INDEPENDENT SECTOR"
"NM0","RIALTO CARE SERVICES","NORTH WEST","INDEPENDENT SECTOR"
"NM1","WEST LANCASHIRE HEALTHCARE PARTNERSHIP COMMUNITY CIC","NORTH WEST","INDEPENDENT SECTOR"
"NM2","CENTRAL LONDON HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NM2","CENTRAL LONDON HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NM2","CENTRAL LONDON HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NM2","CENTRAL LONDON HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NM3","DAVID ORMEROD HEARING CENTRES LIMITED",NA,"INDEPENDENT SECTOR"
"NM4","PASTORAL CYMRU",NA,"INDEPENDENT SECTOR"
"NM5","DAUGHTERS OF THE CROSS OF LIEGE","LONDON","INDEPENDENT SECTOR"
"NM6","ST GEORGES HOSPITAL LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NM8","SURREY & SUSSEX CONSULTANT PARTNERSHIP LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NM9","GREENBANKS HOMECARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NMA","HOYLAKE COTTAGE HOSPITAL","NORTH WEST","INDEPENDENT SECTOR"
"NMB","CHANGING FACES","LONDON","INDEPENDENT SECTOR"
"NMC","SUSSEX MEDICAL CENTRE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NMD","STAPELY HOSPITAL","NORTH WEST","INDEPENDENT SECTOR"
"NME","TARPORLEY WAR MEMORIAL HOSPITAL TRUST","NORTH WEST","INDEPENDENT SECTOR"
"NMF","BRACKLEY HOSPITAL","MIDLANDS","INDEPENDENT SECTOR"
"NMG","CONNECT PHYSICAL HEALTH","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NMH","NORWICH PRACTICES LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NMI","SONARCARE LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"NMJ","CYGNET HEALTH CARE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NMK","HEALTHSHARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NMK","HEALTHSHARE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NML","AFFINITY HEALTHCARE","NORTH WEST","INDEPENDENT SECTOR"
"NMM","HOSPITAL OF ST JOHN AND ST ELIZABETH","LONDON","INDEPENDENT SECTOR"
"NMN","PENINSULA HEALTH LLP","NORTH WEST","INDEPENDENT SECTOR"
"NMO","FREEMAN CLINICS LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NMP","BRIDGEWATER HOSPITAL (MANCHESTER) LTD","NORTH WEST","INDEPENDENT SECTOR"
"NMQ","MAKING SPACE","NORTH WEST","INDEPENDENT SECTOR"
"NMR","ST GEORGE'S HOSPITAL MEDICAL SCHOOL","LONDON","INDEPENDENT SECTOR"
"NMS","CRIME REDUCTION INITIATIVES LTD (CRI)","SOUTH EAST","INDEPENDENT SECTOR"
"NMT","THE CHARLOTTE STRAKER HOSPITAL PROJECT TRUST","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NMU","LAKELAND DIALYSIS LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NMU","LAKELAND DIALYSIS LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NMV","PARTNERSHIPS IN CARE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NMW","ABBEY SEFTON HOSPITAL (UNIVERSITY HOSPITAL AINTREE)","NORTH WEST","INDEPENDENT SECTOR"
"NMX","PAYDENS (NURSING HOMES) LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NMY","NATIONAL CENTRE FOR YOUNG PEOPLE WITH EPILEPSY","SOUTH EAST","INDEPENDENT SECTOR"
"NN0","THE WELLBEING SERVICE CIC","LONDON","INDEPENDENT SECTOR"
"NN1","THE ROYAL HOSPITAL FOR NEURO-DISABILITY","LONDON","INDEPENDENT SECTOR"
"NN2","STERIA LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NN3","FIRST TRUST HOSPITAL","NORTH WEST","INDEPENDENT SECTOR"
"NN4","TYNESIDE SURGICAL SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NN5","MANCHESTER SURGICAL SERVICES LTD","NORTH WEST","INDEPENDENT SECTOR"
"NN6","ALL HALLOWS HOSPITAL","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NN7","THE BACK PAIN TEAM LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NN8","EAST KENT MEDICAL SERVICES LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NN9","LYME NHS CLINICAL SERVICES","SOUTH WEST","INDEPENDENT SECTOR"
"NNA","TETBURY HOSPITAL TRUST LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"NNA","TETBURY HOSPITAL TRUST LIMITED","SOUTH WEST","INDEPENDENT SECTOR"
"NNB","INDEPENDENT VASCULAR SERVICES LTD","NORTH WEST","INDEPENDENT SECTOR"
"NNC","SOLENT MEDICAL SERVICES LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NND","ASSURA MINERVA LLP","SOUTH WEST","INDEPENDENT SECTOR"
"NNE","DORKING HEALTHCARE LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NNF","CITY HEALTH CARE PARTNERSHIP CIC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NNG","IPLATO HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"NNH","OPTEGRA UK","SOUTH EAST","INDEPENDENT SECTOR"
"NNI","TALKING THERAPIES LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNI","TALKING THERAPIES LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNI","TALKING THERAPIES LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNJ","DERBYSHIRE HEALTH UNITED LTD","MIDLANDS","INDEPENDENT SECTOR"
"NNK","CHILTERN VALE HEALTH (2012) LLP","SOUTH EAST","INDEPENDENT SECTOR"
"NNL","LEODIS CARE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NNM","SOUTHERN ALLIANCE HEALTHCARE","SOUTH EAST","INDEPENDENT SECTOR"
"NNN","BREASTFEEDING NETWORK",NA,"INDEPENDENT SECTOR"
"NNO","GLOUCESTERSHIRE GP PROVIDER COMPANY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NNO","GLOUCESTERSHIRE GP PROVIDER COMPANY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NNO","GLOUCESTERSHIRE GP PROVIDER COMPANY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NNP","HERITAGE HEARING","NORTH WEST","INDEPENDENT SECTOR"
"NNQ","ARKANUM","SOUTH WEST","INDEPENDENT SECTOR"
"NNR","PIMS PATHWAY LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNR","PIMS PATHWAY LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNS","SELLINDGE PRACTICE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NNT","ASSURA KINGSTANDING","MIDLANDS","INDEPENDENT SECTOR"
"NNT","ASSURA KINGSTANDING","MIDLANDS","INDEPENDENT SECTOR"
"NNU","THIS IS MY: LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NNV","YOUR HEALTHCARE","LONDON","INDEPENDENT SECTOR"
"NNW","NAVAS","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NNX","BOSTON AREA MEDICAL SERVICES","MIDLANDS","INDEPENDENT SECTOR"
"NNX","BOSTON AREA MEDICAL SERVICES","MIDLANDS","INDEPENDENT SECTOR"
"NNY","BRIDGEND CLINIC",NA,"INDEPENDENT SECTOR"
"NO0","HEALTHHARMONIE LIMITED","MIDLANDS","INDEPENDENT SECTOR"
"NO1","BRIDGEGATE SURGICAL SERVICES","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NO2","MENTAL HEALTH MATTERS","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NO3","WOODFIELD PHYSIOTHERAPY LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NO4","HERTS MIND NETWORK","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NO6","RETHINK MENTAL ILLNESS","LONDON","INDEPENDENT SECTOR"
"NP0","BEXLEY HEALTH LIMITED","LONDON","INDEPENDENT SECTOR"
"NP1","THAMES MEDICAL","SOUTH EAST","INDEPENDENT SECTOR"
"NP2","EMIS CARE","MIDLANDS","INDEPENDENT SECTOR"
"NP3","THAMES MEDICAL LLP","SOUTH EAST","INDEPENDENT SECTOR"
"NP4","HEALTHCARE LOCATION","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NP5","ST ANNE'S","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NP6","WHITMORE REANS HEALTH SERVICES LTD","MIDLANDS","INDEPENDENT SECTOR"
"NP7","PENINSULA UROLOGY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP7","PENINSULA UROLOGY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP7","PENINSULA UROLOGY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP8","PENINSULA GENERAL SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP8","PENINSULA GENERAL SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP8","PENINSULA GENERAL SURGERY LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NP9","BESPOKE HEALTHCARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NPA","CAMBIAN ANSEL CLINIC","MIDLANDS","INDEPENDENT SECTOR"
"NPC","NORFOLK SURGICAL DIAGNOSTIC CENTRE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPD","THE FERTILITY PARTNERSHIP- OXFORD","SOUTH EAST","INDEPENDENT SECTOR"
"NPD","THE FERTILITY PARTNERSHIP- OXFORD","SOUTH EAST","INDEPENDENT SECTOR"
"NPE","THE RETREAT HOSPITAL","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NPF","THE INDUSTRIAL DIAGNOSTICS COMPANY [HQ]","MIDLANDS","INDEPENDENT SECTOR"
"NPG","SPAMEDICA","NORTH WEST","INDEPENDENT SECTOR"
"NPH","MILTON KEYNES URGENT CARE SERVICES CIC HQ","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPJ","SOUTH NORFOLK HEALTHCARE CIC","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPK","NORTH NORFOLK HEALTHCARE CIC LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPL","ESTEVE TEIJIN","LONDON","INDEPENDENT SECTOR"
"NPN","ASSURA LIVERPOOL LLP","NORTH WEST","INDEPENDENT SECTOR"
"NPN","ASSURA LIVERPOOL LLP","NORTH WEST","INDEPENDENT SECTOR"
"NPN","ASSURA LIVERPOOL LLP","NORTH WEST","INDEPENDENT SECTOR"
"NPP","PRIME DIAGNOSTICS LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPP","PRIME DIAGNOSTICS LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPQ","URGENT CARE 24","NORTH WEST","INDEPENDENT SECTOR"
"NPR","ABOUT HEALTH","SOUTH WEST","INDEPENDENT SECTOR"
"NPT","HARMONI","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NPV","HILLINGDON HEALTH LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NPV","HILLINGDON HEALTH LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NPW","GRYPHON HEALTH LLP","SOUTH EAST","INDEPENDENT SECTOR"
"NPW","GRYPHON HEALTH LLP","SOUTH EAST","INDEPENDENT SECTOR"
"NPX","ST JOSEPHS PRIVATE HOSPITAL",NA,"INDEPENDENT SECTOR"
"NPY","VALE HEALTHCARE LTD",NA,"INDEPENDENT SECTOR"
"NQ0","BROMSGROVE HEALTHCARE INNOVATIONS LTD","MIDLANDS","INDEPENDENT SECTOR"
"NQ1","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQ2","SUDBURY HEALTHCARE PARTNERSHIP LIMITED","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQ3","NORTH EAST ORTHOPAEDIC AND SPORTS INJURY SURGERY LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NQ4","ST GEORGE HEALTHCARE GROUP","NORTH WEST","INDEPENDENT SECTOR"
"NQ5","BROOK YOUNG PEOPLE","NORTH WEST","INDEPENDENT SECTOR"
"NQ6","EXETER MEDICAL LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NQ7","MEDWAY COMMUNITY HEALTHCARE","SOUTH EAST","INDEPENDENT SECTOR"
"NQ8","KALEIDOSCOPE PROJECT",NA,"INDEPENDENT SECTOR"
"NQ9","BROOKDALE HEALTHCARE LTD (T/A BROOKDALE CARE)","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQA","PROVIDE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQC","CENTRAL LONDON OSTEOPATHY","LONDON","INDEPENDENT SECTOR"
"NQD","MARSHGATE MEDICAL SERVICES LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NQE","NENE COMMISSIONING COMMUNITY INTEREST COMPANY","MIDLANDS","INDEPENDENT SECTOR"
"NQF","SOUTH WEST BARIATRIC SURGERY GROUP","SOUTH WEST","INDEPENDENT SECTOR"
"NQG","BURRSWOOD HOSPITAL","SOUTH EAST","INDEPENDENT SECTOR"
"NQH","NOVUS HEALTH LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NQJ","CHELMSFORD MEDICAL CENTRE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQK","SPIRAL HEALTH C.I.C","NORTH WEST","INDEPENDENT SECTOR"
"NQL","NAVIGO","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NQM","ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQN","CHLOE CARE LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NQP","HILLINGDON ACTION GROUP FOR ADDICTION MANAGEMENT","LONDON","INDEPENDENT SECTOR"
"NQQ","C M K THERAPY","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQR","PRIMECARE PRIMARY CARE","MIDLANDS","INDEPENDENT SECTOR"
"NQT","VIRGIN CARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NQT","VIRGIN CARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NQT","VIRGIN CARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NQV","BROMLEY HEALTHCARE","LONDON","INDEPENDENT SECTOR"
"NQW","DEVON DOCTORS LTD","SOUTH WEST","INDEPENDENT SECTOR"
"NQX","TOLLGATE CLINIC LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NQY","NHS INNOVATIONS SOUTH EAST LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NR0","RAPHAEL HEALTHCARE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NR1","WOODSIDE HOSPITAL","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NR2","HARMONI FOR HEALTH","SOUTH WEST","INDEPENDENT SECTOR"
"NR3","NOTTINGHAM CITYCARE PARTNERSHIP","MIDLANDS","INDEPENDENT SECTOR"
"NR4","SOCIAL ADVENTURES LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NR4","SOCIAL ADVENTURES LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NR5","LIVEWELL SOUTHWEST","SOUTH WEST","INDEPENDENT SECTOR"
"NR6","ST. LUKE'S HEALTH CARE","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NR7","SOUTHERN CROSS HEALTHCARE GROUP PLC","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NR8","HARVEY HOUSE SOCIAL ENTERPRISE LTD","NORTH WEST","INDEPENDENT SECTOR"
"NR9","JOHN TAYLOR HOSPICE COMMUNITY INTEREST COMPANY","MIDLANDS","INDEPENDENT SECTOR"
"NRA","MOLNLYCKE HEALTHCARE LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NRC","RIVERDALE GRANGE LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NRD","WANDSWORTH REFERRAL SERVICE","LONDON","INDEPENDENT SECTOR"
"NRE","BARNET COMMUNITY SERVICES","LONDON","INDEPENDENT SECTOR"
"NRF","UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE","SOUTH EAST","INDEPENDENT SECTOR"
"NRG","BABY WAYS COMMUNITY INTEREST COMPANY","MIDLANDS","INDEPENDENT SECTOR"
"NRH","CHIME SOCIAL ENTERPRISE CIC","SOUTH WEST","INDEPENDENT SECTOR"
"NRJ","DR A CHAMBERS' MEDICAL PRACTICE","LONDON","INDEPENDENT SECTOR"
"NRK","EASTBOURNE HEALTHCARE PARTNERSHIP","SOUTH EAST","INDEPENDENT SECTOR"
"NRL","HEART NETWORKS","NORTH WEST","INDEPENDENT SECTOR"
"NRM","A H PANJVANI (MODERN EYE CENTRE)","LONDON","INDEPENDENT SECTOR"
"NRN","CHESWOLD PARK HOSPITAL","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NRP","BEACON MEDICAL SERVICES GROUP LIMITED","NORTH WEST","INDEPENDENT SECTOR"
"NRQ","CHARTER MEDICAL SERVICES","NORTH WEST","INDEPENDENT SECTOR"
"NRR","COMMUNITY DENTAL SERVICES CIC","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NRT","BOLTON COMMUNITY PRACTICE","NORTH WEST","INDEPENDENT SECTOR"
"NRV","GATEWAY PRIMARY CARE CIC LIMITED","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NRW","CHANGING MINDS PARTNERSHIPS","MIDLANDS","INDEPENDENT SECTOR"
"NRX","MIDLANDS PSYCHOLOGY CIC","MIDLANDS","INDEPENDENT SECTOR"
"NRY","CHRISTCHURCH GROUP","MIDLANDS","INDEPENDENT SECTOR"
"NT0","SYDENHAM HOUSE GROUP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NT1","BRITISH PREGNANCY ADVISORY SERVICE (BPAS) HEAD OFFICE","MIDLANDS","INDEPENDENT SECTOR"
"NT2","NUFFIELD HEALTH","LONDON","INDEPENDENT SECTOR"
"NT3","SPIRE HEALTHCARE","LONDON","INDEPENDENT SECTOR"
"NT4","BMI HEALTHCARE","LONDON","INDEPENDENT SECTOR"
"NT6","CARE UK CLINICAL SERVICES SE","SOUTH EAST","INDEPENDENT SECTOR"
"NT6","CARE UK CLINICAL SERVICES SE","SOUTH EAST","INDEPENDENT SECTOR"
"NT7","NETCARE HEALTHCARE UK","LONDON","INDEPENDENT SECTOR"
"NT8","CAPIO UK","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NT8","CAPIO UK","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NT9","ALLIANCE MEDICAL","MIDLANDS","INDEPENDENT SECTOR"
"NTA","NATIONS HEALTHCARE LTD","LONDON","INDEPENDENT SECTOR"
"NTC","UK SPECIALIST HOSPITALS LTD","LONDON","INDEPENDENT SECTOR"
"NTD","INTERHEALTH CARE SERVICES (UK) LTD","NORTH WEST","INDEPENDENT SECTOR"
"NTE","CLAREMONT & ST HUGH'S HOSPITALS (HMT)","LONDON","INDEPENDENT SECTOR"
"NTF","ABBEY HOSPITALS","LONDON","INDEPENDENT SECTOR"
"NTG","MARIE STOPES INTERNATIONAL","LONDON","INDEPENDENT SECTOR"
"NTH","CLASSIC HOSPITALS LTD","LONDON","INDEPENDENT SECTOR"
"NTJ","ATOS HEALTHCARE","LONDON","INDEPENDENT SECTOR"
"NTK","PREM HOUSE CLINIC LTD","NORTH WEST","INDEPENDENT SECTOR"
"NTL","YORK CATARACT COMPANY LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NTM","FRESENIUS MEDICAL CARE (UK) LTD","MIDLANDS","INDEPENDENT SECTOR"
"NTN","PRIORY GROUP LIMITED","LONDON","INDEPENDENT SECTOR"
"NTP","CARE UK","SOUTH EAST","INDEPENDENT SECTOR"
"NTP","CARE UK","SOUTH EAST","INDEPENDENT SECTOR"
"NTQ","BAXTER HEALTHCARE","SOUTH EAST","INDEPENDENT SECTOR"
"NTR","TYNE AND WEAR SURGERY LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NTT","CAMBIAN HEALTHCARE LIMITED","LONDON","INDEPENDENT SECTOR"
"NTV","CSH SURREY","SOUTH EAST","INDEPENDENT SECTOR"
"NTW","ALEXANDER HOUSE","LONDON","INDEPENDENT SECTOR"
"NTX","THE ONE HEALTH GROUP LTD","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NTY","OTHER PRIVATE HEALTHCARE PROVIDERS","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NUC","ESSEX ULTRASOUND AND MEDICAL SERVICES LTD","EAST OF ENGLAND","INDEPENDENT SECTOR"
"NV0","ORCHARD 2000 GROUP","NORTH EAST AND YORKSHIRE","INDEPENDENT SECTOR"
"NV1","INHEALTH LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NV1","INHEALTH LIMITED","SOUTH EAST","INDEPENDENT SECTOR"
"NV2","THE HUNTERCOMBE GROUP","SOUTH EAST","INDEPENDENT SECTOR"
"NV3","CIRCLE","LONDON","INDEPENDENT SECTOR"
"NV4","THE PRIMARY CARE COLLABORATIVE LTD","SOUTH EAST","INDEPENDENT SECTOR"
"NV5","MOLECULAR IMAGING SOLUTIONS LTD (MIS)","SOUTH EAST","INDEPENDENT SECTOR"
"NV5","MOLECULAR IMAGING SOLUTIONS LTD (MIS)","SOUTH EAST","INDEPENDENT SECTOR"
"NV6","PDS MEDICAL","NORTH WEST","INDEPENDENT SECTOR"
"NV6","PDS MEDICAL","NORTH WEST","INDEPENDENT SECTOR"
"NV7","BUPA GROUP","LONDON","INDEPENDENT SECTOR"
"NV7","BUPA GROUP","LONDON","INDEPENDENT SECTOR"
"NV7","BUPA GROUP","LONDON","INDEPENDENT SECTOR"
"NV8","HORIZON HEALTH","EAST OF ENGLAND","INDEPENDENT SECTOR"
