"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update","drop"
"SOUTH WEST","ACUTE","NHS TRUST 9533","WLS",2020-07-20,29,"Unlinked",1,NA,2020-04-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9533","WLS",2020-07-27,30,"Unlinked",3,2019-12-27,2019-12-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-09,10,"CO",16,2020-03-12,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-16,11,"CO",18,2020-03-22,2020-06-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-23,12,"CO",6,2020-03-23,2020-03-25,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-23,12,"HO.iHA",5,2020-03-27,2020-04-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-30,13,"CO",10,2020-04-03,2020-04-12,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-30,13,"HO.iHA",4,2020-04-01,2020-04-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-03-30,13,"Unlinked",7,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-06,14,"CO",6,2020-04-12,2020-04-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-06,14,"Unlinked",7,2020-01-24,2020-01-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-13,15,"CO",14,2020-04-17,2020-04-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-13,15,"HO.HA",8,2020-02-21,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-13,15,"Unlinked",12,2020-04-02,2020-05-14,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-20,16,"CO",2,2020-04-28,2020-04-29,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-20,16,"HO.HA",3,2020-03-27,2020-06-15,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-20,16,"Unlinked",9,2020-05-13,2020-05-13,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-27,17,"CO",8,2020-05-07,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-27,17,"HO.iHA",3,NA,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-04-27,17,"Unlinked",6,2020-07-14,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-04,18,"CO",5,2020-05-10,2020-05-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-04,18,"Unlinked",7,2020-04-13,2020-04-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-11,19,"Unlinked",4,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-18,20,"CO",0,2020-05-20,2020-05-26,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-18,20,"Unlinked",11,2019-12-03,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9595","SXC",2020-05-25,21,"CO",15,NA,2020-05-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-16,11,"CO",1,2020-03-22,2020-04-03,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-16,11,"Unlinked",3,2019-12-04,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-23,12,"CO",31,2020-03-28,2020-05-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-23,12,"HO.HA",2,2020-03-12,2020-04-25,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-23,12,"HO.iHA",9,2020-03-23,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-30,13,"CO",19,2020-04-05,2020-04-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-30,13,"HO.HA",11,2020-03-14,2020-04-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-30,13,"HO.iHA",7,2020-03-28,2020-04-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-30,13,"HO.pHA",13,2020-03-25,2020-05-05,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-03-30,13,"Unlinked",9,2020-03-20,2020-03-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-06,14,"CO",12,2020-04-22,2020-04-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-06,14,"HO.iHA",15,2020-04-06,2020-04-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-06,14,"HO.pHA",7,2020-03-26,2020-04-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-06,14,"Unlinked",6,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-13,15,"CO",10,2020-04-18,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-13,15,"HO.iHA",9,2020-04-11,2020-04-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-13,15,"Unlinked",14,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-20,16,"CO",1,2020-04-25,2020-05-05,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-20,16,"Unlinked",14,2019-12-01,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-27,17,"CO",7,2020-05-01,2020-05-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-27,17,"HO.iHA",7,NA,2020-05-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-04-27,17,"Unlinked",9,2020-03-15,2020-03-31,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-04,18,"CO",3,2020-05-10,2020-05-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-04,18,"Unlinked",0,2020-05-06,2020-06-09,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-11,19,"HO.HA",2,2020-01-30,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-11,19,"Unlinked",5,2020-03-30,2020-06-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-18,20,"CO",4,2020-05-23,2020-05-26,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-18,20,"HO.HA",4,2020-04-29,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-18,20,"HO.iHA",1,NA,2020-05-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-18,20,"Unlinked",8,NA,2020-07-18,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-25,21,"CO",10,2020-05-28,2020-06-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-05-25,21,"Unlinked",8,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-06-01,22,"HO.iHA",14,NA,2020-06-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-06-01,22,"Unlinked",0,2020-03-09,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-06-08,23,"HO.pHA",11,2020-05-31,2020-06-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-06-08,23,"Unlinked",6,2019-12-19,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-06-15,24,"Unlinked",6,NA,2020-04-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-07-13,28,"CO",1,2020-07-13,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9619","FQW",2020-07-20,29,"CO",12,2020-07-24,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-09,10,"CO",2,2020-03-12,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-09,10,"HO.iHA",4,2020-03-10,2020-03-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-16,11,"CO",8,2020-03-22,2020-04-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-16,11,"HO.HA",4,NA,2020-03-26,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-16,11,"HO.pHA",3,2020-03-10,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-23,12,"CO",21,2020-03-29,2020-04-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-23,12,"HO.HA",9,2020-02-28,2020-04-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-23,12,"HO.iHA",0,NA,2020-04-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-23,12,"HO.pHA",14,2020-03-15,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-23,12,"Unlinked",13,NA,2020-03-25,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-30,13,"CO",57,2020-04-10,2020-05-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-30,13,"HO.HA",1,NA,2020-04-05,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-30,13,"HO.iHA",0,2020-04-01,2020-04-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-30,13,"HO.pHA",6,2020-03-24,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-03-30,13,"Unlinked",26,2020-04-26,2020-03-31,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-06,14,"CO",16,2020-04-14,2020-05-04,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-06,14,"HO.HA",5,2020-01-07,2020-03-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-06,14,"HO.iHA",5,2020-04-09,2020-04-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-06,14,"HO.pHA",2,2020-03-28,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-06,14,"Unlinked",37,2020-05-14,2020-06-26,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-13,15,"CO",10,2020-04-25,2020-06-29,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-13,15,"HO.HA",13,2020-03-19,2020-04-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-13,15,"HO.pHA",14,2020-04-07,2020-05-01,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-13,15,"Unlinked",43,2020-05-18,2020-06-03,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-20,16,"CO",7,2020-04-27,2020-04-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-20,16,"HO.HA",6,2020-02-15,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-20,16,"Unlinked",15,2020-06-11,2020-04-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-27,17,"CO",12,2020-05-03,2020-05-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-27,17,"HO.iHA",4,NA,2020-05-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-04-27,17,"Unlinked",10,2020-06-18,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-04,18,"CO",8,2020-05-04,2020-05-13,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-04,18,"Unlinked",9,2020-04-18,2020-04-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-11,19,"CO",5,2020-05-16,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-11,19,"HO.HA",17,2020-01-16,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-11,19,"Unlinked",4,NA,2020-07-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-18,20,"CO",3,2020-05-19,2020-05-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-18,20,"Unlinked",6,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-25,21,"HO.HA",8,2020-02-16,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-05-25,21,"Unlinked",6,NA,2020-05-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-01,22,"CO",8,2020-06-04,2020-06-15,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-01,22,"HO.HA",1,2020-04-25,2020-06-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-01,22,"HO.iHA",16,2020-06-01,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-01,22,"HO.pHA",10,NA,2020-07-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-01,22,"Unlinked",16,2020-04-23,2020-05-06,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-08,23,"CO",4,2020-06-15,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-08,23,"Unlinked",5,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-15,24,"CO",0,NA,2020-06-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-06-22,25,"HO.HA",6,2020-03-16,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-07-13,28,"CO",12,2020-07-14,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-07-20,29,"Unlinked",15,2019-12-20,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9658","SNH",2020-07-27,30,"HO.HA",6,2020-05-16,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-02,9,"CO",10,2020-03-06,2020-04-14,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-09,10,"CO",0,2020-03-16,2020-03-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-09,10,"Unlinked",13,2020-01-20,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-16,11,"CO",14,NA,2020-03-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-16,11,"Unlinked",4,NA,2020-03-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-23,12,"CO",17,2020-03-30,2020-04-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-23,12,"HO.HA",0,NA,2020-06-04,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-23,12,"Unlinked",8,2020-03-27,2020-03-06,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-30,13,"CO",29,2020-04-04,2020-06-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-30,13,"HO.HA",9,NA,2020-05-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-30,13,"HO.iHA",4,NA,2020-05-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-30,13,"HO.pHA",15,NA,2020-04-09,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-03-30,13,"Unlinked",21,2020-01-02,2020-03-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-06,14,"CO",41,2020-04-14,2020-04-18,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-06,14,"HO.HA",9,NA,2020-07-06,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-06,14,"HO.iHA",4,NA,2020-04-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-06,14,"HO.pHA",3,NA,2020-06-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-06,14,"Unlinked",46,2020-07-29,2020-04-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-13,15,"CO",17,2020-04-23,2020-06-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-13,15,"HO.HA",0,NA,2020-06-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-13,15,"Unlinked",40,2020-07-26,2020-04-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-20,16,"CO",25,2020-04-26,2020-06-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-20,16,"Unlinked",12,2020-02-29,2020-01-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-27,17,"CO",10,2020-05-03,2020-05-15,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-27,17,"HO.iHA",1,NA,2020-05-12,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-04-27,17,"Unlinked",6,NA,2020-06-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-04,18,"CO",9,2020-05-05,2020-05-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-04,18,"Unlinked",2,2020-04-09,2020-04-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-11,19,"CO",9,2020-05-18,2020-05-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-11,19,"Unlinked",11,NA,2020-03-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-18,20,"CO",6,2020-05-18,2020-05-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-18,20,"HO.pHA",17,NA,2020-06-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-18,20,"Unlinked",5,NA,2020-06-18,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-25,21,"CO",8,2020-05-31,2020-05-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-05-25,21,"Unlinked",15,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-01,22,"CO",7,NA,2020-06-12,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-01,22,"Unlinked",6,2020-06-03,2020-05-01,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-08,23,"CO",2,2020-06-26,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-15,24,"CO",7,2020-06-15,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-15,24,"HO.iHA",7,NA,2020-06-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-15,24,"Unlinked",5,NA,2020-01-30,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-22,25,"CO",10,2020-07-08,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-22,25,"Unlinked",7,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-29,26,"CO",2,2020-07-01,2020-07-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-06-29,26,"Unlinked",10,2020-06-24,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-07-06,27,"CO",4,2020-07-24,2020-07-13,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-07-13,28,"Unlinked",10,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9709","RXM",2020-07-20,29,"Unlinked",11,NA,2020-01-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-09,10,"CO",7,2020-03-13,2020-03-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-09,10,"HO.iHA",12,2020-03-09,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-16,11,"CO",17,2020-03-22,2020-04-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-16,11,"HO.HA",3,2020-03-05,2020-04-12,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-16,11,"HO.iHA",11,2020-03-18,2020-04-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-16,11,"Unlinked",2,2020-03-05,2020-03-05,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-23,12,"CO",33,2020-04-02,2020-04-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-23,12,"HO.HA",14,2020-03-10,2020-04-10,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-23,12,"HO.iHA",11,2020-03-21,2020-04-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-23,12,"HO.pHA",19,2020-03-20,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-23,12,"Unlinked",8,2020-02-27,2020-03-16,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-30,13,"CO",28,2020-04-04,2020-05-19,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-30,13,"HO.HA",13,2020-01-23,2020-04-17,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-30,13,"HO.iHA",16,2020-04-02,2020-04-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-03-30,13,"Unlinked",14,2020-03-15,2020-03-25,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-06,14,"CO",21,2020-04-11,2020-05-11,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-06,14,"HO.HA",12,2020-03-12,2020-05-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-06,14,"HO.iHA",12,2020-04-06,2020-05-04,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-06,14,"HO.pHA",1,2020-04-04,2020-05-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-06,14,"Unlinked",23,2020-07-11,2020-03-29,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-13,15,"CO",8,2020-04-23,2020-05-04,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-13,15,"HO.iHA",0,2020-04-10,2020-04-19,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-13,15,"HO.pHA",4,2020-04-05,2020-04-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-13,15,"Unlinked",95,2020-04-17,2020-05-08,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-20,16,"CO",15,2020-04-27,2020-05-20,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-20,16,"HO.HA",11,2020-04-06,2020-04-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-20,16,"HO.iHA",6,NA,2020-04-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-20,16,"HO.pHA",1,2020-04-10,2020-04-28,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-20,16,"Unlinked",14,2020-02-17,2019-12-19,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-27,17,"CO",17,2020-05-03,2020-05-15,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-27,17,"HO.iHA",10,2020-04-26,2020-05-13,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-04-27,17,"Unlinked",29,2020-07-31,2020-06-05,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-04,18,"CO",9,2020-05-18,2020-05-21,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-04,18,"HO.HA",0,2020-02-23,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-04,18,"Unlinked",12,NA,2020-04-24,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-11,19,"CO",6,2020-05-26,2020-06-03,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-11,19,"HO.HA",9,2020-04-03,2020-05-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-11,19,"HO.iHA",5,NA,2020-05-27,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-11,19,"Unlinked",4,2020-02-29,2020-01-29,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-18,20,"CO",3,2020-05-22,2020-05-26,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-18,20,"Unlinked",17,2020-04-01,2020-04-02,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-25,21,"CO",2,2020-06-08,2020-06-18,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-05-25,21,"Unlinked",2,2020-05-10,2020-05-22,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-06-01,22,"CO",1,2020-06-07,2020-06-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-06-01,22,"Unlinked",2,2020-04-21,2020-03-07,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-06-15,24,"CO",11,2020-06-19,2020-06-23,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-06-22,25,"CO",2,NA,2020-06-25,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-06-22,25,"Unlinked",2,NA,NA,TRUE
"SOUTH WEST","ACUTE","NHS TRUST 9757","UCK",2020-07-13,28,"Unlinked",6,NA,NA,TRUE
